tick,active_gpu_count,active_cpu_cores,active_mem_gib
6560,131.0,1144.0,5826.0
6561,131.0,1144.0,5826.0
6562,131.0,1144.0,5826.0
6563,131.0,1144.0,5826.0
6564,131.0,1144.0,5826.0
6565,131.0,1144.0,5826.0
6566,131.0,1144.0,5826.0
6567,131.0,1144.0,5826.0
6568,131.0,1144.0,5826.0
6569,131.0,1144.0,5826.0
6570,132.0,1152.0,5866.0
6571,131.0,1144.0,5826.0
6572,131.0,1144.0,5826.0
6573,131.0,1144.0,5826.0
6574,131.0,1144.0,5826.0
6575,131.0,1144.0,5826.0
6576,131.0,1144.0,5826.0
6577,131.0,1144.0,5826.0
6578,131.0,1144.0,5826.0
6579,131.0,1144.0,5826.0
6580,131.0,1144.0,5826.0
6581,131.0,1144.0,5826.0
6582,131.0,1144.0,5826.0
6583,131.0,1144.0,5826.0
6584,131.0,1144.0,5826.0
6585,131.0,1144.0,5826.0
6586,131.0,1144.0,5826.0
6587,131.0,1144.0,5826.0
6588,131.0,1144.0,5826.0
6589,131.0,1144.0,5826.0
6590,131.0,1144.0,5826.0
6591,131.0,1144.0,5826.0
6592,131.0,1144.0,5826.0
6593,131.0,1144.0,5826.0
6594,132.0,1152.0,5866.0
6595,132.0,1152.0,5866.0
6596,131.0,1144.0,5826.0
6597,131.0,1144.0,5826.0
6598,131.0,1144.0,5826.0
6599,131.0,1144.0,5826.0
6600,131.0,1144.0,5826.0
6601,131.0,1144.0,5826.0
6602,131.0,1144.0,5826.0
6603,131.0,1144.0,5826.0
6604,131.0,1144.0,5826.0
6605,131.0,1144.0,5826.0
6606,131.0,1144.0,5826.0
6607,131.0,1144.0,5826.0
6608,131.0,1144.0,5826.0
6609,131.0,1144.0,5826.0
6610,131.0,1144.0,5826.0
6611,131.0,1144.0,5826.0
6612,131.0,1144.0,5826.0
6613,131.0,1144.0,5826.0
6614,131.0,1144.0,5826.0
6615,126.0,1096.0,5586.0
6616,126.0,1096.0,5586.0
6617,126.0,1096.0,5586.0
6618,126.0,1096.0,5586.0
6619,127.0,1104.0,5626.0
6620,126.0,1096.0,5586.0
6621,126.0,1096.0,5586.0
6622,126.0,1096.0,5586.0
6623,126.0,1096.0,5586.0
6624,126.0,1096.0,5586.0
6625,126.0,1096.0,5586.0
6626,126.0,1096.0,5586.0
6627,126.0,1096.0,5586.0
6628,126.0,1096.0,5586.0
6629,126.0,1096.0,5586.0
6630,126.0,1096.0,5586.0
6631,128.0,1120.0,5706.0
6632,128.0,1120.0,5706.0
6633,128.0,1120.0,5706.0
6634,128.0,1120.0,5706.0
6635,128.0,1120.0,5706.0
6636,128.0,1120.0,5706.0
6637,128.0,1120.0,5706.0
6638,128.0,1120.0,5706.0
6639,128.0,1120.0,5706.0
6640,128.0,1120.0,5706.0
6641,128.0,1120.0,5706.0
6642,128.0,1120.0,5706.0
6643,128.0,1120.0,5706.0
6644,128.0,1120.0,5706.0
6645,128.0,1120.0,5706.0
6646,129.0,1128.0,5746.0
6647,128.0,1120.0,5706.0
6648,128.0,1120.0,5706.0
6649,128.0,1120.0,5706.0
6650,133.0,1168.0,5946.0
6651,129.0,1128.0,5746.0
6652,129.0,1128.0,5746.0
6653,129.0,1128.0,5746.0
6654,129.0,1128.0,5746.0
6655,129.0,1128.0,5746.0
6656,129.0,1128.0,5746.0
6657,129.0,1128.0,5746.0
6658,129.0,1128.0,5746.0
6659,129.0,1128.0,5746.0
6660,129.0,1128.0,5746.0
6661,129.0,1128.0,5746.0
6662,129.0,1128.0,5746.0
6663,129.0,1128.0,5746.0
6664,129.0,1128.0,5746.0
6665,129.0,1128.0,5746.0
6666,129.0,1128.0,5746.0
6667,130.0,1136.0,5786.0
6668,134.0,1176.0,5986.0
6669,132.0,1160.0,5906.0
6670,130.0,1136.0,5786.0
6671,130.0,1136.0,5786.0
6672,130.0,1136.0,5786.0
6673,130.0,1136.0,5786.0
6674,130.0,1136.0,5786.0
6675,130.0,1136.0,5786.0
6676,130.0,1136.0,5786.0
6677,130.0,1136.0,5786.0
6678,130.0,1136.0,5786.0
6679,130.0,1136.0,5786.0
6680,130.0,1136.0,5786.0
6681,130.0,1136.0,5786.0
6682,130.0,1136.0,5786.0
6683,130.0,1136.0,5786.0
6684,130.0,1136.0,5786.0
6685,130.0,1136.0,5786.0
6686,132.0,1160.0,5906.0
6687,132.0,1160.0,5906.0
6688,131.0,1144.0,5826.0
6689,134.0,1168.0,5946.0
6690,132.0,1152.0,5866.0
6691,129.0,1128.0,5746.0
6692,129.0,1128.0,5746.0
6693,129.0,1128.0,5746.0
6694,129.0,1128.0,5746.0
6695,129.0,1128.0,5746.0
6696,129.0,1128.0,5746.0
6697,129.0,1128.0,5746.0
6698,129.0,1128.0,5746.0
6699,129.0,1128.0,5746.0
6700,129.0,1128.0,5746.0
6701,129.0,1128.0,5746.0
6702,129.0,1128.0,5746.0
6703,129.0,1128.0,5746.0
6704,129.0,1128.0,5746.0
6705,130.0,1136.0,5786.0
6706,129.0,1128.0,5746.0
6707,130.0,1136.0,5786.0
6708,130.0,1136.0,5786.0
6709,129.0,1128.0,5746.0
6710,128.0,1120.0,5706.0
6711,128.0,1120.0,5706.0
6712,128.0,1120.0,5706.0
6713,128.0,1120.0,5706.0
6714,128.0,1120.0,5706.0
6715,128.0,1120.0,5706.0
6716,129.0,1128.0,5746.0
6717,128.0,1120.0,5706.0
6718,128.0,1120.0,5706.0
6719,128.0,1120.0,5706.0
6720,128.0,1120.0,5706.0
6721,128.0,1120.0,5706.0
6722,128.0,1120.0,5706.0
6723,128.0,1120.0,5706.0
6724,128.0,1120.0,5706.0
6725,128.0,1120.0,5706.0
6726,128.0,1120.0,5706.0
6727,128.0,1120.0,5706.0
6728,128.0,1120.0,5706.0
6729,129.0,1132.0,5826.0
6730,129.0,1132.0,5826.0
6731,128.0,1120.0,5706.0
6732,128.0,1120.0,5706.0
6733,129.0,1128.0,5746.0
6734,128.0,1120.0,5706.0
6735,128.0,1120.0,5706.0
6736,128.0,1120.0,5706.0
6737,128.0,1120.0,5706.0
6738,128.0,1120.0,5706.0
6739,129.0,1128.0,5746.0
6740,128.0,1120.0,5706.0
6741,128.0,1120.0,5706.0
6742,128.0,1120.0,5706.0
6743,128.0,1120.0,5706.0
6744,134.0,1168.0,5946.0
6745,135.0,1176.0,5986.0
6746,133.0,1160.0,5906.0
6747,132.0,1152.0,5866.0
6748,133.0,1160.0,5906.0
6749,133.0,1160.0,5906.0
6750,133.0,1160.0,5906.0
6751,133.0,1160.0,5906.0
6752,133.0,1160.0,5906.0
6753,140.0,1216.0,6186.0
6754,140.0,1216.0,6186.0
6755,150.0,1304.0,6722.0
6756,150.0,1304.0,6722.0
6757,143.0,1248.0,6466.0
6758,140.0,1216.0,6230.0
6759,140.0,1216.0,6230.0
6760,141.0,1224.0,6270.0
6761,140.0,1216.0,6230.0
6762,141.0,1224.0,6270.0
6763,140.0,1216.0,6230.0
6764,140.0,1216.0,6230.0
6765,140.0,1216.0,6230.0
6766,140.0,1216.0,6230.0
6767,143.0,1240.0,6360.0
6768,141.0,1224.0,6280.0
6769,140.0,1216.0,6230.0
6770,140.0,1216.0,6230.0
6771,140.0,1216.0,6230.0
6772,142.0,1232.0,6320.0
6773,142.0,1232.0,6320.0
6774,141.0,1224.0,6270.0
6775,141.0,1224.0,6270.0
6776,140.0,1216.0,6230.0
6777,142.0,1232.0,6320.0
6778,142.0,1232.0,6320.0
6779,140.0,1216.0,6230.0
6780,142.0,1232.0,6310.0
6781,141.0,1224.0,6270.0
6782,140.0,1216.0,6230.0
6783,143.0,1240.0,6360.0
6784,143.0,1240.0,6360.0
6785,141.0,1224.0,6270.0
6786,142.0,1232.0,6310.0
6787,144.0,1248.0,6390.0
6788,143.0,1240.0,6350.0
6789,152.0,1320.0,6856.0
6790,150.0,1304.0,6776.0
6791,173.0,1488.0,7446.0
6792,171.0,1464.0,7182.0
6793,171.0,1464.0,7182.0
6794,172.0,1472.0,7222.0
6795,171.0,1464.0,7182.0
6796,165.0,1416.0,6942.0
6797,163.0,1400.0,6862.0
6798,163.0,1400.0,6862.0
6799,163.0,1400.0,6862.0
6800,160.0,1376.0,6742.0
6801,160.0,1376.0,6742.0
6802,162.0,1392.0,6822.0
6803,165.0,1416.0,6942.0
6804,140.0,1216.0,6086.0
6805,140.0,1216.0,6182.0
6806,139.0,1208.0,6142.0
6807,139.0,1208.0,6142.0
6808,139.0,1208.0,6142.0
6809,139.0,1208.0,6142.0
6810,144.0,1248.0,6342.0
6811,144.0,1248.0,6342.0
6812,144.0,1248.0,6342.0
6813,144.0,1248.0,6342.0
6814,154.0,1344.0,6938.0
6815,150.0,1304.0,6718.0
6816,144.0,1256.0,6526.0
6817,145.0,1256.0,6390.0
6818,146.0,1264.0,6430.0
6819,145.0,1256.0,6390.0
6820,145.0,1256.0,6390.0
6821,145.0,1256.0,6390.0
6822,145.0,1256.0,6390.0
6823,145.0,1256.0,6390.0
6824,145.0,1256.0,6390.0
6825,150.0,1308.0,6832.0
6826,151.0,1316.0,6864.0
6827,139.0,1220.0,6438.0
6828,136.0,1192.0,6228.0
6829,135.0,1180.0,6108.0
6830,135.0,1180.0,6108.0
6831,135.0,1180.0,6108.0
6832,135.0,1180.0,6108.0
6833,135.0,1180.0,6108.0
6834,134.0,1164.0,6028.0
6835,134.0,1164.0,6028.0
6836,134.0,1164.0,6028.0
6837,135.0,1172.0,6060.0
6838,134.0,1164.0,6028.0
6839,134.0,1164.0,6028.0
6840,134.0,1164.0,6028.0
6841,135.0,1172.0,6068.0
6842,134.0,1164.0,6028.0
6843,134.0,1164.0,6028.0
6844,134.0,1164.0,6028.0
6845,134.0,1164.0,6028.0
6846,134.0,1164.0,6028.0
6847,134.0,1164.0,6028.0
6848,135.0,1172.0,6068.0
6849,135.0,1172.0,6068.0
6850,135.0,1172.0,6068.0
6851,135.0,1172.0,6068.0
6852,135.0,1172.0,6068.0
6853,135.0,1172.0,6068.0
6854,135.0,1172.0,6068.0
6855,134.0,1160.0,5948.0
6856,134.0,1160.0,5948.0
6857,134.0,1160.0,5948.0
6858,134.0,1160.0,5948.0
6859,134.0,1160.0,5948.0
6860,134.0,1160.0,5948.0
6861,134.0,1160.0,5948.0
6862,132.0,1144.0,5884.0
6863,132.0,1144.0,5884.0
6864,132.0,1144.0,5884.0
6865,132.0,1144.0,5884.0
6866,132.0,1144.0,5884.0
6867,132.0,1144.0,5884.0
6868,132.0,1144.0,5884.0
6869,133.0,1160.0,5964.0
6870,133.0,1160.0,5964.0
6871,130.0,1120.0,5764.0
6872,130.0,1120.0,5764.0
6873,131.0,1128.0,5804.0
6874,130.0,1120.0,5764.0
6875,131.0,1128.0,5804.0
6876,123.0,1064.0,5484.0
6877,116.0,1008.0,5204.0
6878,116.0,1008.0,5204.0
6879,116.0,1008.0,5204.0
6880,116.0,1008.0,5204.0
6881,116.0,1008.0,5204.0
6882,117.0,1016.0,5244.0
6883,115.0,1000.0,5164.0
6884,113.0,984.0,5092.0
6885,110.0,952.0,4802.0
6886,110.0,952.0,4802.0
6887,114.0,984.0,4962.0
6888,114.0,984.0,4962.0
6889,109.0,936.0,4722.0
6890,107.0,920.0,4642.0
6891,106.0,912.0,4602.0
6892,106.0,912.0,4602.0
6893,106.0,912.0,4602.0
6894,105.0,904.0,4562.0
6895,105.0,904.0,4562.0
6896,105.0,904.0,4562.0
6897,105.0,904.0,4562.0
6898,105.0,904.0,4562.0
6899,105.0,904.0,4562.0
6900,105.0,904.0,4562.0
6901,105.0,904.0,4562.0
6902,105.0,904.0,4562.0
6903,105.0,904.0,4562.0
6904,105.0,904.0,4562.0
6905,105.0,904.0,4562.0
6906,106.0,912.0,4602.0
6907,106.0,912.0,4602.0
6908,102.0,864.0,4362.0
6909,102.0,864.0,4362.0
6910,102.0,864.0,4362.0
6911,102.0,864.0,4362.0
6912,102.0,864.0,4362.0
6913,103.0,872.0,4402.0
6914,102.0,864.0,4362.0
6915,102.0,864.0,4362.0
6916,102.0,864.0,4362.0
6917,109.0,920.0,4642.0
6918,109.0,920.0,4642.0
6919,109.0,920.0,4642.0
6920,104.0,880.0,4442.0
6921,103.0,872.0,4402.0
6922,102.0,864.0,4362.0
6923,102.0,864.0,4362.0
6924,102.0,864.0,4362.0
6925,102.0,864.0,4362.0
6926,102.0,864.0,4362.0
6927,102.0,864.0,4362.0
6928,102.0,864.0,4362.0
6929,102.0,864.0,4362.0
6930,102.0,864.0,4362.0
6931,102.0,864.0,4362.0
6932,102.0,864.0,4362.0
6933,102.0,864.0,4362.0
6934,102.0,864.0,4362.0
6935,102.0,864.0,4362.0
6936,103.0,880.0,4442.0
6937,103.0,880.0,4442.0
6938,103.0,880.0,4442.0
6939,103.0,880.0,4442.0
6940,103.0,880.0,4442.0
6941,103.0,880.0,4442.0
6942,103.0,880.0,4442.0
6943,103.0,880.0,4442.0
6944,104.0,888.0,4482.0
6945,103.0,880.0,4442.0
6946,103.0,880.0,4442.0
6947,103.0,880.0,4442.0
6948,103.0,880.0,4442.0
6949,103.0,880.0,4442.0
6950,103.0,880.0,4442.0
6951,103.0,880.0,4442.0
6952,103.0,880.0,4442.0
6953,103.0,880.0,4442.0
6954,103.0,880.0,4442.0
6955,103.0,880.0,4442.0
6956,103.0,880.0,4442.0
6957,103.0,880.0,4442.0
6958,103.0,880.0,4442.0
6959,103.0,880.0,4442.0
6960,104.0,888.0,4482.0
6961,103.0,880.0,4442.0
6962,103.0,880.0,4442.0
6963,103.0,880.0,4442.0
6964,104.0,888.0,4482.0
6965,104.0,888.0,4482.0
6966,104.0,888.0,4482.0
6967,103.0,880.0,4442.0
6968,103.0,880.0,4442.0
6969,103.0,880.0,4442.0
6970,103.0,880.0,4442.0
6971,103.0,880.0,4442.0
6972,103.0,880.0,4442.0
6973,103.0,880.0,4442.0
6974,103.0,880.0,4442.0
6975,103.0,880.0,4442.0
6976,103.0,880.0,4442.0
6977,103.0,880.0,4442.0
6978,103.0,880.0,4442.0
6979,103.0,880.0,4442.0
6980,103.0,880.0,4442.0
6981,104.0,888.0,4482.0
6982,104.0,888.0,4482.0
6983,105.0,896.0,4522.0
6984,105.0,896.0,4522.0
6985,104.0,888.0,4482.0
6986,104.0,888.0,4482.0
6987,104.0,888.0,4482.0
6988,104.0,888.0,4482.0
6989,104.0,888.0,4482.0
6990,104.0,888.0,4482.0
6991,104.0,888.0,4482.0
6992,104.0,888.0,4482.0
6993,104.0,888.0,4482.0
6994,104.0,888.0,4482.0
6995,104.0,888.0,4482.0
6996,104.0,888.0,4482.0
6997,104.0,888.0,4482.0
6998,104.0,888.0,4482.0
6999,104.0,888.0,4482.0
7000,104.0,888.0,4482.0
7001,104.0,888.0,4482.0
7002,104.0,888.0,4482.0
7003,104.0,888.0,4482.0
7004,104.0,888.0,4482.0
7005,104.0,888.0,4482.0
7006,104.0,888.0,4482.0
7007,104.0,888.0,4482.0
7008,104.0,888.0,4482.0
7009,104.0,888.0,4482.0
7010,104.0,888.0,4482.0
7011,104.0,888.0,4482.0
7012,105.0,896.0,4522.0
7013,105.0,896.0,4522.0
7014,106.0,904.0,4562.0
7015,105.0,896.0,4522.0
7016,105.0,896.0,4522.0
7017,105.0,896.0,4522.0
7018,105.0,896.0,4522.0
7019,105.0,896.0,4522.0
7020,105.0,896.0,4522.0
7021,105.0,896.0,4522.0
7022,105.0,896.0,4522.0
7023,105.0,896.0,4522.0
7024,105.0,896.0,4522.0
7025,105.0,896.0,4522.0
7026,105.0,896.0,4522.0
7027,105.0,896.0,4522.0
7028,105.0,896.0,4522.0
7029,107.0,912.0,4602.0
7030,107.0,912.0,4602.0
7031,107.0,912.0,4602.0
7032,107.0,912.0,4602.0
7033,109.0,928.0,4682.0
7034,109.0,928.0,4682.0
7035,142.0,1192.0,6002.0
7036,135.0,1136.0,5722.0
7037,107.0,912.0,4602.0
7038,108.0,936.0,4722.0
7039,113.0,976.0,4922.0
7040,119.0,1028.0,5202.0
7041,122.0,1052.0,5322.0
7042,123.0,1056.0,5282.0
7043,120.0,1032.0,5162.0
7044,121.0,1040.0,5194.0
7045,119.0,1024.0,5122.0
7046,119.0,1024.0,5122.0
7047,116.0,1000.0,5002.0
7048,116.0,1000.0,5002.0
7049,114.0,984.0,4922.0
7050,114.0,984.0,4922.0
7051,114.0,984.0,4922.0
7052,114.0,984.0,4922.0
7053,114.0,984.0,4922.0
7054,114.0,984.0,4922.0
7055,114.0,984.0,4922.0
7056,114.0,984.0,4922.0
7057,115.0,992.0,4962.0
7058,114.0,984.0,4922.0
7059,114.0,984.0,4922.0
7060,114.0,984.0,4922.0
7061,114.0,984.0,4922.0
7062,114.0,984.0,4922.0
7063,114.0,984.0,4922.0
7064,114.0,984.0,4922.0
7065,114.0,984.0,4922.0
7066,114.0,984.0,4922.0
7067,114.0,984.0,4922.0
7068,114.0,984.0,4922.0
7069,114.0,992.0,4962.0
7070,114.0,992.0,4962.0
7071,113.0,984.0,4922.0
7072,113.0,984.0,4922.0
7073,110.0,960.0,4802.0
7074,109.0,952.0,4762.0
7075,109.0,952.0,4762.0
7076,109.0,952.0,4762.0
7077,110.0,944.0,4722.0
7078,112.0,960.0,4770.0
7079,109.0,936.0,4700.0
7080,108.0,928.0,4660.0
7081,107.0,920.0,4620.0
7082,106.0,912.0,4580.0
7083,106.0,912.0,4580.0
7084,106.0,912.0,4580.0
7085,108.0,928.0,4660.0
7086,107.0,920.0,4620.0
7087,110.0,944.0,4740.0
7088,109.0,936.0,4700.0
7089,109.0,936.0,4692.0
7090,108.0,928.0,4652.0
7091,104.0,896.0,4524.0
7092,104.0,896.0,4524.0
7093,104.0,896.0,4524.0
7094,104.0,896.0,4524.0
7095,104.0,896.0,4524.0
7096,105.0,904.0,4564.0
7097,105.0,904.0,4564.0
7098,105.0,904.0,4564.0
7099,105.0,904.0,4564.0
7100,105.0,904.0,4564.0
7101,105.0,904.0,4564.0
7102,105.0,904.0,4564.0
7103,105.0,904.0,4564.0
7104,108.0,936.0,4724.0
7105,107.0,920.0,4644.0
7106,106.0,912.0,4604.0
7107,106.0,912.0,4604.0
7108,106.0,912.0,4604.0
7109,107.0,920.0,4644.0
7110,108.0,928.0,4676.0
7111,108.0,928.0,4684.0
7112,105.0,904.0,4564.0
7113,105.0,904.0,4564.0
7114,105.0,904.0,4564.0
7115,105.0,904.0,4564.0
7116,105.0,904.0,4564.0
7117,106.0,912.0,4614.0
7118,106.0,912.0,4614.0
7119,106.0,912.0,4614.0
7120,106.0,912.0,4614.0
7121,106.0,912.0,4614.0
7122,107.0,920.0,4654.0
7123,108.0,928.0,4694.0
7124,108.0,928.0,4694.0
7125,108.0,928.0,4694.0
7126,108.0,928.0,4694.0
7127,108.0,928.0,4694.0
7128,108.0,928.0,4694.0
7129,108.0,928.0,4694.0
7130,108.0,928.0,4694.0
7131,108.0,928.0,4694.0
7132,108.0,928.0,4694.0
7133,109.0,936.0,4734.0
7134,107.0,920.0,4634.0
7135,107.0,920.0,4634.0
7136,108.0,928.0,4674.0
7137,107.0,920.0,4634.0
7138,107.0,920.0,4634.0
7139,107.0,920.0,4634.0
7140,107.0,920.0,4634.0
7141,107.0,920.0,4634.0
7142,107.0,920.0,4634.0
7143,107.0,920.0,4634.0
7144,107.0,920.0,4634.0
7145,107.0,920.0,4634.0
7146,107.0,920.0,4634.0
7147,107.0,920.0,4634.0
7148,107.0,920.0,4634.0
7149,107.0,920.0,4634.0
7150,107.0,920.0,4634.0
7151,107.0,920.0,4634.0
7152,107.0,920.0,4634.0
7153,107.0,920.0,4634.0
7154,107.0,920.0,4634.0
7155,107.0,920.0,4634.0
7156,107.0,920.0,4634.0
7157,107.0,920.0,4634.0
7158,107.0,920.0,4634.0
7159,107.0,920.0,4634.0
7160,108.0,928.0,4674.0
7161,107.0,920.0,4634.0
7162,107.0,920.0,4634.0
7163,107.0,920.0,4634.0
7164,107.0,920.0,4634.0
7165,107.0,920.0,4634.0
7166,107.0,920.0,4634.0
7167,107.0,920.0,4634.0
7168,107.0,920.0,4634.0
7169,107.0,920.0,4634.0
7170,107.0,920.0,4634.0
7171,107.0,920.0,4634.0
7172,107.0,920.0,4634.0
7173,107.0,920.0,4634.0
7174,107.0,920.0,4634.0
7175,107.0,920.0,4634.0
7176,107.0,920.0,4634.0
7177,107.0,920.0,4634.0
7178,107.0,920.0,4634.0
7179,107.0,920.0,4634.0
7180,107.0,920.0,4634.0
7181,107.0,920.0,4634.0
7182,107.0,920.0,4634.0
7183,107.0,920.0,4634.0
7184,108.0,928.0,4674.0
7185,107.0,920.0,4634.0
7186,107.0,920.0,4634.0
7187,107.0,920.0,4634.0
7188,107.0,920.0,4634.0
7189,107.0,920.0,4634.0
7190,107.0,920.0,4634.0
7191,106.0,912.0,4594.0
7192,106.0,912.0,4594.0
7193,106.0,912.0,4594.0
7194,106.0,912.0,4594.0
7195,106.0,912.0,4594.0
7196,106.0,912.0,4594.0
7197,106.0,912.0,4594.0
7198,106.0,912.0,4594.0
7199,106.0,912.0,4594.0
7200,106.0,912.0,4594.0
7201,106.0,912.0,4594.0
7202,106.0,912.0,4594.0
7203,106.0,912.0,4594.0
7204,108.0,928.0,4674.0
7205,108.0,928.0,4674.0
7206,108.0,928.0,4674.0
7207,109.0,936.0,4714.0
7208,108.0,928.0,4674.0
7209,108.0,928.0,4674.0
7210,108.0,928.0,4674.0
7211,108.0,928.0,4674.0
7212,108.0,928.0,4674.0
7213,108.0,928.0,4674.0
7214,108.0,928.0,4674.0
7215,108.0,928.0,4674.0
7216,108.0,928.0,4674.0
7217,108.0,928.0,4674.0
7218,108.0,928.0,4674.0
7219,108.0,928.0,4674.0
7220,108.0,928.0,4674.0
7221,108.0,928.0,4674.0
7222,108.0,928.0,4674.0
7223,108.0,928.0,4674.0
7224,108.0,928.0,4674.0
7225,109.0,936.0,4714.0
7226,110.0,952.0,4794.0
7227,110.0,952.0,4794.0
7228,109.0,936.0,4714.0
7229,109.0,936.0,4714.0
7230,109.0,936.0,4714.0
7231,109.0,936.0,4714.0
7232,110.0,944.0,4754.0
7233,109.0,936.0,4714.0
7234,109.0,936.0,4714.0
7235,109.0,936.0,4714.0
7236,109.0,936.0,4714.0
7237,109.0,936.0,4714.0
7238,109.0,936.0,4714.0
7239,109.0,936.0,4714.0
7240,109.0,936.0,4714.0
7241,109.0,936.0,4714.0
7242,109.0,936.0,4714.0
7243,109.0,936.0,4714.0
7244,112.0,960.0,4834.0
7245,112.0,960.0,4834.0
7246,110.0,944.0,4754.0
7247,111.0,952.0,4794.0
7248,111.0,952.0,4794.0
7249,111.0,952.0,4794.0
7250,111.0,952.0,4794.0
7251,111.0,952.0,4794.0
7252,111.0,952.0,4794.0
7253,112.0,960.0,4834.0
7254,111.0,952.0,4794.0
7255,112.0,960.0,4834.0
7256,111.0,952.0,4794.0
7257,111.0,952.0,4794.0
7258,111.0,952.0,4794.0
7259,111.0,952.0,4794.0
7260,111.0,952.0,4794.0
7261,111.0,952.0,4794.0
7262,110.0,944.0,4754.0
7263,110.0,944.0,4754.0
7264,110.0,944.0,4754.0
7265,110.0,944.0,4754.0
7266,110.0,944.0,4754.0
7267,110.0,944.0,4754.0
7268,110.0,944.0,4754.0
7269,110.0,944.0,4754.0
7270,110.0,944.0,4754.0
7271,110.0,944.0,4754.0
7272,110.0,944.0,4754.0
7273,110.0,944.0,4754.0
7274,110.0,944.0,4754.0
7275,110.0,944.0,4754.0
7276,110.0,944.0,4754.0
7277,110.0,944.0,4754.0
7278,110.0,944.0,4754.0
7279,111.0,952.0,4794.0
7280,110.0,944.0,4754.0
7281,110.0,944.0,4754.0
7282,110.0,944.0,4754.0
7283,110.0,944.0,4754.0
7284,110.0,944.0,4754.0
7285,110.0,944.0,4754.0
7286,110.0,944.0,4754.0
7287,110.0,944.0,4754.0
7288,110.0,944.0,4754.0
7289,110.0,944.0,4754.0
7290,110.0,944.0,4754.0
7291,111.0,952.0,4794.0
7292,111.0,952.0,4794.0
7293,111.0,952.0,4794.0
7294,112.0,960.0,4834.0
7295,111.0,952.0,4794.0
7296,110.0,944.0,4754.0
7297,110.0,944.0,4754.0
7298,110.0,944.0,4754.0
7299,111.0,952.0,4794.0
7300,111.0,952.0,4794.0
7301,109.0,936.0,4714.0
7302,109.0,936.0,4714.0
7303,109.0,936.0,4714.0
7304,110.0,944.0,4754.0
7305,109.0,936.0,4714.0
7306,109.0,936.0,4714.0
7307,109.0,936.0,4714.0
7308,109.0,936.0,4714.0
7309,109.0,936.0,4714.0
7310,109.0,936.0,4714.0
7311,109.0,936.0,4714.0
7312,109.0,936.0,4714.0
7313,109.0,936.0,4714.0
7314,109.0,936.0,4714.0
7315,109.0,936.0,4714.0
7316,109.0,936.0,4714.0
7317,109.0,936.0,4714.0
7318,109.0,936.0,4714.0
7319,110.0,944.0,4754.0
7320,110.0,944.0,4754.0
7321,109.0,936.0,4714.0
7322,108.0,928.0,4674.0
7323,108.0,928.0,4674.0
7324,108.0,928.0,4674.0
7325,108.0,928.0,4674.0
7326,109.0,936.0,4714.0
7327,108.0,928.0,4674.0
7328,108.0,928.0,4674.0
7329,105.0,904.0,4554.0
7330,105.0,904.0,4554.0
7331,105.0,904.0,4554.0
7332,105.0,904.0,4554.0
7333,105.0,904.0,4554.0
7334,105.0,904.0,4554.0
7335,105.0,904.0,4554.0
7336,105.0,904.0,4554.0
7337,105.0,904.0,4554.0
7338,105.0,904.0,4554.0
7339,105.0,904.0,4554.0
7340,105.0,904.0,4554.0
7341,105.0,904.0,4554.0
7342,105.0,904.0,4554.0
7343,105.0,904.0,4554.0
7344,105.0,904.0,4554.0
7345,105.0,904.0,4554.0
7346,106.0,912.0,4594.0
7347,107.0,920.0,4634.0
7348,106.0,912.0,4594.0
7349,107.0,920.0,4634.0
7350,106.0,912.0,4594.0
7351,107.0,920.0,4634.0
7352,105.0,904.0,4554.0
7353,105.0,904.0,4554.0
7354,105.0,904.0,4554.0
7355,105.0,904.0,4554.0
7356,105.0,904.0,4554.0
7357,105.0,904.0,4554.0
7358,105.0,904.0,4554.0
7359,105.0,904.0,4554.0
7360,105.0,904.0,4554.0
7361,105.0,904.0,4554.0
7362,105.0,904.0,4554.0
7363,105.0,904.0,4554.0
7364,105.0,904.0,4554.0
7365,105.0,904.0,4554.0
7366,104.0,896.0,4514.0
7367,104.0,896.0,4514.0
7368,105.0,904.0,4554.0
7369,104.0,896.0,4514.0
7370,104.0,896.0,4514.0
7371,104.0,896.0,4514.0
7372,104.0,896.0,4514.0
7373,104.0,896.0,4514.0
7374,104.0,896.0,4514.0
7375,105.0,904.0,4554.0
7376,105.0,904.0,4554.0
7377,106.0,912.0,4594.0
7378,104.0,896.0,4514.0
7379,104.0,896.0,4514.0
7380,104.0,896.0,4514.0
7381,104.0,896.0,4514.0
7382,104.0,896.0,4514.0
7383,104.0,896.0,4514.0
7384,104.0,896.0,4514.0
7385,104.0,896.0,4514.0
7386,104.0,896.0,4514.0
7387,104.0,896.0,4514.0
7388,104.0,896.0,4514.0
7389,104.0,896.0,4514.0
7390,104.0,896.0,4514.0
7391,183.0,1528.0,7674.0
7392,183.0,1528.0,7674.0
7393,191.0,1596.0,8066.0
7394,189.0,1580.0,7986.0
7395,184.0,1540.0,7786.0
7396,182.0,1516.0,7546.0
7397,182.0,1516.0,7546.0
7398,219.0,1812.0,9026.0
7399,199.0,1652.0,8226.0
7400,198.0,1644.0,8186.0
7401,198.0,1644.0,8186.0
7402,103.0,884.0,4386.0
7403,151.0,1268.0,6306.0
7404,153.0,1288.0,6466.0
7405,153.0,1288.0,6466.0
7406,152.0,1280.0,6426.0
7407,151.0,1268.0,6306.0
7408,150.0,1260.0,6266.0
7409,149.0,1252.0,6226.0
7410,150.0,1264.0,6346.0
